bbawamarna:Abaci//Titulaturen	66FT2O2Q5VAWNC4YVHOHOEL2R4
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 336	VXVOWH2E2NDQ3MRWNRQPUXMYOM
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 356	ETUH7S2AY5EHHENJPNBYNFTIC4
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 425	M7LX2IQAHNANHJOL3XOOQAMKLM
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 428	6EQ7WRIPNFEJNMLS7IZISAMN2U
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 436	3CMMI53JIVFWFJRNK7V6WDK2QA
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 437	42A7CGCGHVB3BJ5VPQFAPY3W2I
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 438	T2QEQWDP2FCWXKELO5IDYBIYKM
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 439	HSE75EFX3FEIRMY56JRZV5BRQE
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 440	VIYWE4RF2ND7NF6KMFN6VSEPMI
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 441	44VV5E3YAVHDLJDRI2KZKLSYHE
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 442	QSZ4TXYGKJBQBBZ4V6MZEVDFG4
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 443	SVVGXFNUHFFKJGWCU75JTVZZLA
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 444-445	VUJTRGFBYJDKPPQN2X6IZHJT5Y
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 446	NWKI5B4ONRFK3LXOSQS2DLK6I4
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 447	3Z5EM77HJFCOPKZDDZFEMI6KVY
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 448	DXYPDCFTZNAF7GFSQF5VD4NVZQ
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 449	Q7GWKFQJOBBR5HYXVHRNLIXMYQ
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 450	LW4FUI2LQBHMHNS7OW4G2DE42Q
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 451	EBGHSFREHNHR3OSFP3HHKUA2FQ
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 452	4MXNEII5FBDHTMUUYVLQIDPIAM
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 453	IQR6XNX5TFA67MNTWRTA4S3UO4
bbawpyramidentexte:〈Fläche über und links neben dem Sarkophag〉//PT 454	4QLECKLD7BFGPHQZRBDQ7SW5U4
bbawpyramidentexte:〈Giebel〉//PT 365	4IUIHX462ZEKLHZ4V546YIVH4Q
bbawpyramidentexte:〈Giebel〉//PT 366	I6FHSJQ7ZZCFPG3KNV7CX4UW4Q
bbawpyramidentexte:〈Giebel〉//PT 370	TUWRYAQJFVC7HLHE336ATBYBSI
bbawpyramidentexte:〈Giebel〉//PT 371	E3PYU34L7VBQNFJVEKJFKHRKJU
bbawpyramidentexte:〈Giebel〉//PT 372	O7RXNI273JDBRO5VLLRUFARHHI
bbawpyramidentexte:〈Giebel〉//PT 422	ZB4VUANVXJHAZESPZWSXSUEJUY
bbawpyramidentexte:〈Giebel〉//PT 423	ONRQBZZRXBC2FLYNPPEXVRW2YU
bbawpyramidentexte:〈Giebel〉//PT 424	CJMERT2RB5FA7BGZXU4ABNJFUY
bbawpyramidentexte:〈Giebel〉//PT 425	46MHTQWKXVHFZBF6XWNHHR4JIQ
bbawpyramidentexte:〈Nord-/Kopfseite〉//PT 4	7TQDEPPAVJD3FGMCPUZNVW2MP4
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 268	D3LPKZMRTVBQHDO73EVYZKUWYI
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 330	PQ5YZWQVXZF2BC6EAIGNHI7RTY
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 331	CE2DHFP3TREXZN6EDWHRBHSIV4
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 474	TNFUWZAIVRHPLFTYUN4DJW56QM
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 476	B2QFYKWXRRHAVG66R3X4ZQ2FFU
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585A	QYIQTCESDBCB3I73YQVZMQANZU
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585B	R5EFK7OZVBBXLDA3TSQD4KW4PY
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585C	GJGVPDANTBCNPCPDDGXLKRXXLM
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585D	4MEEXT2PCZHZNPDG3XWCUOH26U
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585E	VW7MIYNUR5DEJMU5KVMHGL2AF4
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585F	AUII7MHKFZAZDFPNP4XFJI6GDU
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585G	STO7AS3EHJE57MAK5DRCGCC6PY
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585H	PGA4Z7NESJERZG6XX4Q5I2LHNY
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 585I	7WDT6QEDW5EAJNWBKKLQQ7342I
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 586A	PNLDU2BQUBCD3MSTXHNCB67EEA
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 586B	JQD2RF3PB5GA7AGQOZEF7OKA2I
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 586D/PT 625C	JZ6BWK7AFJBTFDBMOYSDS76ARU
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 624	UL2OP23DVFDOZDIZ5PH5RKU25I
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 626	5ML6LECZKJBKLF6PP7KEN25PKA
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 655A/PT 655	YYJZXFEYXJBJXNJ63XXZDXO7EI
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 688	5MC5NQ6YKBBMPLAKA2O2OHLXRQ
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 722 = CT 518	WJHJ6EHNJFE2FKT5IQNZH5BCQM
bbawpyramidentexte:〈Nordwand, westl. Partie, A〉//PT 741	5KCSP3TLHVDAXKRPQLGFUVSTRY
bbawpyramidentexte:〈Nordwand〉//PT 1044	ARRZ56GSRZBXRNWJBMOIFGNADQ
bbawpyramidentexte:〈Nordwand〉//PT 1045	BEIYKGEIGBCJ5DADOXHKFG3W6U
bbawpyramidentexte:〈Nordwand〉//PT 1046/PT 696B	KQW7VAP6QBGUTK6URYJYA4TW44
bbawpyramidentexte:〈Nordwand〉//PT 1047	O7JRQGJHHZDGPI6B3GX37YRFR4
bbawpyramidentexte:〈Nordwand〉//PT 1048	6VM445F7V5ATLADKLGIUCEA7BM
bbawpyramidentexte:〈Nordwand〉//PT 1049 + PT 1050	VECDLBCOJRD3HKYL5L6HUOSW3U
bbawpyramidentexte:〈Nordwand〉//PT 1051	EGDK4LUUPNDLJCLTXY6KRWNTWY
bbawpyramidentexte:〈Nordwand〉//PT 1056	T3UOAKH7SVGTPJDQGCBCLMTLMU
bbawpyramidentexte:〈Nordwand〉//PT 199	TEYACGBAPVFCXDUXWYWBIG5UZM
bbawpyramidentexte:〈Nordwand〉//PT 200	SNX4ZG56WZGB5DJXXAPFTZOAUE
bbawpyramidentexte:〈Nordwand〉//PT 23	USO7VZUDJJH2HLGGXVAJL673RM
bbawpyramidentexte:〈Nordwand〉//PT 25	KKYQBYXMR5FZNEXN67GHQG7ALA
bbawpyramidentexte:〈Nordwand〉//PT 261	5SCKP22X3BHH7JE7WWPCNQDRBA
bbawpyramidentexte:〈Nordwand〉//PT 302	ZI3U3TNFEFBY7D4NUGT6WMGU7E
bbawpyramidentexte:〈Nordwand〉//PT 303	LJATTNVHUNEKNPRBHYVBASAWTA
bbawpyramidentexte:〈Nordwand〉//PT 304	QMES4P5RYBDBHF5EKJ5327TDWM
bbawpyramidentexte:〈Nordwand〉//PT 305	74ESL4BGT5DPTHBGBJ7VQEFYEI
bbawpyramidentexte:〈Nordwand〉//PT 306	CJPG7YUU2VAGVMPQLUOFOTTNQA
bbawpyramidentexte:〈Nordwand〉//PT 307	SKRMP6GA6VA2TNNBAAICFR3GUU
bbawpyramidentexte:〈Nordwand〉//PT 308	EEP6CRDIHVEVNGOL26YWORIJBY
bbawpyramidentexte:〈Nordwand〉//PT 309	YBWWGYQIHFHXXEYCYNSNDC6QE4
bbawpyramidentexte:〈Nordwand〉//PT 310	CR6XLUA3O5BDZHER7RNXR6LIVE
bbawpyramidentexte:〈Nordwand〉//PT 311	UKVJJQLZXBCDHDYDT56GAJAJJQ
bbawpyramidentexte:〈Nordwand〉//PT 312	R6AG5SSQIZEAZIBS7RA3PZLYIA
bbawpyramidentexte:〈Nordwand〉//PT 32	TIFUGMELFNBCTCKNVV45UFWMVE
bbawpyramidentexte:〈Nordwand〉//PT 324	PX3RU5ULWRAQ5CHB5FZ53CHAWQ
bbawpyramidentexte:〈Nordwand〉//PT 359	KZRPAGIDD5BI7KRF4BDIQSVBBU
bbawpyramidentexte:〈Nordwand〉//PT 360	DA6L6YEPB5G4NOTA33I3UZY4XA
bbawpyramidentexte:〈Nordwand〉//PT 361	N2I63MTVLBEVXBC6EISEMOPUUU
bbawpyramidentexte:〈Nordwand〉//PT 362	VKWV367EFRA3BJFGRSHEQUEKWI
bbawpyramidentexte:〈Nordwand〉//PT 363	4WAGJCHHQNEWFFZXP73TQQADCM
bbawpyramidentexte:〈Nordwand〉//PT 412	2DFS2CEWGFCRZCMVMTTDC5AHOY
bbawpyramidentexte:〈Nordwand〉//PT 413	CU27KYO53VHXXLODA57HTLVH7A
bbawpyramidentexte:〈Nordwand〉//PT 463	SSUL4RZKKFDATLYFFE2BEKHHTQ
bbawpyramidentexte:〈Nordwand〉//PT 464	PRKP2INWYVCGNNNOXFVRMZS4H4
bbawpyramidentexte:〈Nordwand〉//PT 562	WD4D7ICK7FET3H5FCEAAG3QSJQ
bbawpyramidentexte:〈Nordwand〉//PT 564	TTD5AHI7RRDEXJPRJ6OVFPRFRE
bbawpyramidentexte:〈Nordwand〉//PT 582	OC6BN4OFOZA2LAVQ2WL3TYCV5A
bbawpyramidentexte:〈Nordwand〉//PT 583	D5276GHMJNHZXCUMEBF6QS5H4A
bbawpyramidentexte:〈Nordwand〉//PT 585A	IFYFJVKSH5F3JCTPQNPNJ5XVDU
bbawpyramidentexte:〈Nordwand〉//PT 585B	KFOCYF7UGZCGLGHIDV67FSFJ3M
bbawpyramidentexte:〈Nordwand〉//PT 585C	IXFP7AUBTFGBPEDO543HT3SBUE
bbawpyramidentexte:〈Nordwand〉//PT 585D	FI4UBR45XRD5JGQLI5RRX4QXYM
bbawpyramidentexte:〈Nordwand〉//PT 585E	DHFXAM7KIVHYBFXRWOBQ75CI6Q
bbawpyramidentexte:〈Nordwand〉//PT 585F	T7AAQQKSYFFT7BUMPOGQQHCA4M
bbawpyramidentexte:〈Nordwand〉//PT 585G	NPT7RZX64FCCXBERD4RDD5YGY4
bbawpyramidentexte:〈Nordwand〉//PT 585H	FFUWJVS3V5GCXHYCF4FYMQGNXY
bbawpyramidentexte:〈Nordwand〉//PT 585I	NOIDX3JZVNABRHCAKMSEE7CLQM
bbawpyramidentexte:〈Nordwand〉//PT 586A	SY763GG26ZEVPAXD7CDW5ALGBA
bbawpyramidentexte:〈Nordwand〉//PT 586B	YY2SV7WZQZFSBKP7P243WSGSYY
bbawpyramidentexte:〈Nordwand〉//PT 617	IKBJBQTDSJGQBI24YRCFFMXHOU
bbawpyramidentexte:〈Nordwand〉//PT 618	KNI6HUMI35FO7KRHIWZMXKTJSI
bbawpyramidentexte:〈Nordwand〉//PT 619	XWXBWIVVYZFU7MTYJLEQUTARJA
bbawpyramidentexte:〈Nordwand〉//PT 626	TCSDCT2RGVHHRDVHHFBGUULAVI
bbawpyramidentexte:〈Nordwand〉//PT 627A	JZQY66TBFREC5L5IOF5QCLOSRI
bbawpyramidentexte:〈Nordwand〉//PT 627B	VOQ5DYBKUJBSTDRFZY5VBQKHGE
bbawpyramidentexte:〈Nordwand〉//PT 655A/PT 655	BHA4U3VAJZGRNDPKOFOLBVPDSI
bbawpyramidentexte:〈Nordwand〉//PT 655B/PT 656	M7WJLR7KUZFMJAKGMMSKL7ABWM
bbawpyramidentexte:〈Nordwand〉//PT 655C/PT 657	RHEVV4L62BCQJBM3JBV4WWUD2Y
bbawpyramidentexte:〈Nordwand〉//PT 661	CSSIF7RLARGLVO7GA477KACQQ4
bbawpyramidentexte:〈Nordwand〉//PT 669	B2325UOJ4BGONFK25ZLNOSP7BQ
bbawpyramidentexte:〈Nordwand〉//PT 674 + PT 462	EQTEBZPI6BBOLBF5VNYHX6EHGQ
bbawpyramidentexte:〈Nordwand〉//PT 675	XC6IQCF6PFDVVFJFHIDNJC2BT4
bbawpyramidentexte:〈Nordwand〉//PT 676	45Z62R4WXJEFZDIAX5NZEYGJCQ
bbawpyramidentexte:〈Nordwand〉//PT 677	WP5XIURPJZEOZLFQDY2DMRXULA
bbawpyramidentexte:〈Nordwand〉//PT 679	F6E6NUWL5NGY5BL5QRJBPPBJPI
bbawpyramidentexte:〈Nordwand〉//PT 681	MFMOF3N6C5DS7GM3FYZD7U7NC4
bbawpyramidentexte:〈Nordwand〉//PT 682	I4PBNY2VA5DAJEKBYV3Y24P5CY
bbawpyramidentexte:〈Nordwand〉//PT 683	RAO75DBPWFHT7LPRJJPRCFZBD4
bbawpyramidentexte:〈Nordwand〉//PT 684	WHQULTR6CZH6HJIUWIGZV6BYSE
bbawpyramidentexte:〈Nordwand〉//PT 685	M2P3Q5E6FVCDLHPCO3K2FQTFYQ
bbawpyramidentexte:〈Nordwand〉//PT 686	RG7NP7CWZZBY7MORI34OH66BKY
bbawpyramidentexte:〈Nordwand〉//PT 687	GLGKXRT5PNFARN4IWU7E4R2XBQ
bbawpyramidentexte:〈Nordwand〉//PT 688	IMUCGTCNPJFHZL5EUZP4I377ZY
bbawpyramidentexte:〈Nordwand〉//PT 689	EMBJXLJPYJBQBMHC26FPZ6C45A
bbawpyramidentexte:〈Nordwand〉//PT 690	3VOWNBNMERC7TL4JJAMYWDDWR4
bbawpyramidentexte:〈Nordwand〉//PT 691A	ETN6BTMGQVCVTNDCHXXEYR3JGU
bbawpyramidentexte:〈Nordwand〉//PT 691B	JGTV5BDSCFGUJBFY6JU3QR3XZY
bbawpyramidentexte:〈Nordwand〉//PT 691C	Z22AL7U5LJETRIKMSPQXBSSRBU
bbawpyramidentexte:〈Nordwand〉//PT 691D	CGGXMAAY3BG7HPBTSMBBBCO5AU
bbawpyramidentexte:〈Nordwand〉//PT 691F	VGMZRAAYYNE5BL5EG5SLTS52MU
bbawpyramidentexte:〈Nordwand〉//PT 691G	I3WB53TDYNFPLB6LVTPGHKNRDI
bbawpyramidentexte:〈Nordwand〉//PT 691H	6LUXYDWNTZAHJBHE7TLFJDVWKQ
bbawpyramidentexte:〈Nordwand〉//PT 692A/PT 691E	EEH73NWEAFCBVPFNDRR2BBLREI
bbawpyramidentexte:〈Nordwand〉//PT 696/PT 696A	2ET2TNWDANFXDGPNFSZCY3FH44
bbawpyramidentexte:〈Nordwand〉//PT 702	7TJW5QKPLVBHLJJSFGNPLNPA3I
bbawpyramidentexte:〈Nordwand〉//PT 703	MMOOQFWXHBF6VHB47ONXPR45PE
bbawpyramidentexte:〈Nordwand〉//PT P/A-S/N 4-20	DRP7DVKOVBAR7ICWJVQXV4OZBU
bbawpyramidentexte:〈Nordwand〉//PT P/A/N 16	NJQQVW7ZZFG2VCEA6T6LXNT5VI
bbawpyramidentexte:〈Nordwand〉//PT P/A/N 18-19	HDYJZKZOXZFCTA366WRVKDDL5M
bbawpyramidentexte:〈Nordwand〉//PT P/A/N 71-73	LK7JADKGLNCPZBMIIGPVZ2TBY4
bbawpyramidentexte:〈Nordwand〉//PT P/A/N 9-10	YGPW2WBGYNAARDR7XUZIK27FJI
bbawpyramidentexte:〈Ost-/Vorderseite〉//PT 6	OB5Z2JGSBBCWZD4U2ZKYV6XEMQ
bbawpyramidentexte:〈Ostgiebel〉//PT 1046 (?)/PT 696B (?)	RTLM2WA7IBAL3JBOVZPTWR42GI
bbawpyramidentexte:〈Ostgiebel〉//PT 204	TO4NWLUC6VD4BE5XDDL3XCFZNY
bbawpyramidentexte:〈Ostgiebel〉//PT 205	KXEWJOROLZD2VFIMCDI3MZ2L7I
bbawpyramidentexte:〈Ostgiebel〉//PT 206	VJMFTG444RGOFEJC63SADHVQQ4
bbawpyramidentexte:〈Ostgiebel〉//PT 207	XKM43GV3RNHBXMFG4HBBZOGFBQ
bbawpyramidentexte:〈Ostgiebel〉//PT 208	U55UR35DXNALXPNKBCAQ5D44FQ
bbawpyramidentexte:〈Ostgiebel〉//PT 209	LA3HXSVEJFFQDFQ6FVI4YISLGE
bbawpyramidentexte:〈Ostgiebel〉//PT 210	YR6RRJBT7JERNMCX53QOUS3PVE
bbawpyramidentexte:〈Ostgiebel〉//PT 211	PUQAFC7R5NG35LU4BXFO3Y5HDA
bbawpyramidentexte:〈Ostgiebel〉//PT 212	ZJ76OKX7IZEOJKQUHBXBNJWJHI
bbawpyramidentexte:〈Ostgiebel〉//PT 273 + PT 274	BRJCKLT7KNED5EKQX5DWGX3T4A
bbawpyramidentexte:〈Ostgiebel〉//PT 275	SB4Q2TH2E5CNJDR4WMX63Z3FXM
bbawpyramidentexte:〈Ostgiebel〉//PT 276	DPTKJV36EBDTNESD7GLL3PXFWY
bbawpyramidentexte:〈Ostgiebel〉//PT 338	HKU7CK2CQNHVXIY5UHDOQXPJ44
bbawpyramidentexte:〈Ostgiebel〉//PT 339	U74K3WTCNNHHTBQFXOMY6AOZYY
bbawpyramidentexte:〈Ostgiebel〉//PT 340	CHLGFZYKRVCBDKL2E2J44VIKRY
bbawpyramidentexte:〈Ostgiebel〉//PT 341	C5AHOAKCUFGMXIJKL2KHOUHGLQ
bbawpyramidentexte:〈Ostgiebel〉//PT 342	SNXXW5WCV5A5XOQTO3BYENYSQQ
bbawpyramidentexte:〈Ostgiebel〉//PT 343	L4ODDWQJUZBKRLNPAZ7Y5OM5KQ
bbawpyramidentexte:〈Ostgiebel〉//PT 344	Z4F4WZMTBRHMRC7L2N3BASBIXQ
bbawpyramidentexte:〈Ostgiebel〉//PT 345	VJQ2VSNQMFEGHFLAR6EFGFOBY4
bbawpyramidentexte:〈Ostgiebel〉//PT 346	PM3D6WFLL5ERLLE5J4OFZPUJH4
bbawpyramidentexte:〈Ostgiebel〉//PT 347	WMX7AJO5OBDZ5MSH3LBJX5WKYA
bbawpyramidentexte:〈Ostgiebel〉//PT 348	UGATLQVTUBD7HEDBS2KM72J3KM
bbawpyramidentexte:〈Ostgiebel〉//PT 349	XR2346WXAVDE5DA3473HX5QCIY
bbawpyramidentexte:〈Ostgiebel〉//PT 350	24VG6S4QBZEUNO4DCBJXG3EATA
bbawpyramidentexte:〈Ostgiebel〉//PT 351	DNNGCFBMGZGX5GU4ZDLR5IKI7U
bbawpyramidentexte:〈Ostgiebel〉//PT 353	JARCLSZMCRBBROZ7RVCD443JJI
bbawpyramidentexte:〈Ostgiebel〉//PT 354	7U524IL2VBFA3I5RIJ5VKDTJGI
bbawpyramidentexte:〈Ostgiebel〉//PT 355	VSXH2BR6LFCANNP5JWIFXAASIM
bbawpyramidentexte:〈Ostgiebel〉//PT 356	VOEVJTWNSZBARI6PVA42MERHYY
bbawpyramidentexte:〈Ostgiebel〉//PT 357	FCCP4HD745GHXMIVJ3J7DXOBKA
bbawpyramidentexte:〈Ostgiebel〉//PT 400	JQ6W43JLHFHF7CZQWJ7ATHOSGM
bbawpyramidentexte:〈Ostgiebel〉//PT 404	VYX34VGENRFCRCHCQ3NCLIOINA
bbawpyramidentexte:〈Ostgiebel〉//PT 405 (Anfang)	2EEOCNNKD5H2NHRXQ4YOBUWDCY
bbawpyramidentexte:〈Ostgiebel〉//PT 406	LRJH46EMZVAUTKA5E5XTYOBZWI
bbawpyramidentexte:〈Ostgiebel〉//PT 407	2XXRNKMORJEHFBZ5TX5KZGDKSA
bbawpyramidentexte:〈Ostgiebel〉//PT 420	YTWOHFZVDZFZLKO3DHJIQZYOLM
bbawpyramidentexte:〈Ostgiebel〉//PT 456	SK3YU72VBZHNHA6LVFLUOWSAYM
bbawpyramidentexte:〈Ostgiebel〉//PT 459	4X3JERMZ2VABTEIUGRIMKXAQ6Q
bbawpyramidentexte:〈Ostgiebel〉//PT 460	AR4NBS55HBFSNH6NX5DGE6LSSU
bbawpyramidentexte:〈Ostgiebel〉//PT 593	KLXWX2SB5VECHMHGWLOD5VCPZE
bbawpyramidentexte:〈Ostgiebel〉//PT 594	3XWU4P5XZZGB3OPIRCHKUOSYIM
bbawpyramidentexte:〈Ostgiebel〉//PT 595	QRLIL6BQZ5DNTOHLTLCX4I6T6E
bbawpyramidentexte:〈Ostgiebel〉//PT 596	SMW3PQ4DRNH5TPK6OTXMYX7XDM
bbawpyramidentexte:〈Ostgiebel〉//PT 597	BGSQ7WVTXRCYBNJOEJW6BYXRFE
bbawpyramidentexte:〈Ostgiebel〉//PT 605	MWF33WMT7FHRHI72JELYGPWIUI
bbawpyramidentexte:〈Ostgiebel〉//PT 693	H6RDFSB64VAVXGK7UYSHYR245Y
bbawpyramidentexte:〈Ostgiebel〉//PT 694A	TVACT7Q5MBFMHFGKCZLJ5COE24
bbawpyramidentexte:〈Ostgiebel〉//PT 694B	YI3LHPECDVCE7DYVGYJWBDYR7Q
bbawpyramidentexte:〈Ostgiebel〉//PT 695A	ITEBT5NEGRAPNBECFOYNM47BII
bbawpyramidentexte:〈Ostgiebel〉//PT 695B	I4I4OV3OM5HCPDQPUPLFKXFY5E
bbawpyramidentexte:〈Ostgiebel〉//PT 696/PT 696A	7JSBROQ2NZBRPJJQDJ3CW7LIMI
bbawpyramidentexte:〈Ostwand - Trennungsfeld〉//PT 591	KF7SICC7QBHPVPXGXCUR7UX3ZE
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 1081	WYDF3M334VGBJNVTS2CMQVVCL4
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 375	BH6TBHV34REK7BCYIM4H6RRNYM
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 377	EOTMIB2RORBJBMUKKH34D34R6A
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 439	UGSIPGBGXFHSBLVLI3HS4RBUWE
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 562	S74E4OF7LJBM3FVTQX77X4NGXU
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 587	HHMRUQ73EJC47CK4VNJX3YLZQM
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 599	RHBDBZHRY5HSFG23TRWYMTGW4Y
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 601	QCD6V6VEMFE27PDX6TOFOP6VRE
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 684	U3YS7WTYFBATTKW4AVTUJP7MFM
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 688	UJJJZT7R4ZA5HFYAHFW2NKMJH4
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 692A/PT 691E	D6MJMREIPBDL7AS3WIKMWHNCCE
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT 702	E7CM6SNXDFE4JJDEJI6IWCUVOE
bbawpyramidentexte:〈Ostwand - nördl. des Verschlußsteins〉//PT P/D ant/E 53-58 (?)	T5HQ7O7N3FG5NLPAGHO7YGFT2M
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 1079	3MFH354YLNEIHHQC73ER5IHSOM
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 1080	FT6E5DR2MJCMXM6F2O3VD4JPCU
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 206	4WNKDJ2SFFCOPK5UXT3UDSAT74
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 348	JQMODF5ELVCRFJKXWORKXIJ7RM
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 349	RCEAHX22XRFEZPHDZSFSQSXVPU
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 350	5YSHJASPYFGBVNVHRHU5QLWKUM
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 351	WLX6QORQ3ZBNZGVLT3MGSJ7YMQ
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 353	EUYEWB2D2NAYNBK42BSPT6433I
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 401	IG5O7VUJNRBEJCUYSF5VOOYWWI
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 402	HOLPXAXP2RDLBFEMQPDPK4OELM
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 403	BBFJKTBIXVAYNCZGNG2A3ME7JM
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 404	PXVEBNRJ5REYJGXF3QAB4E5J6A
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 405	WEK4TA32FRCXBEOJY2EOU5DSXE
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT 698C	FMSW7FVSRVCCZJMKOCY75ELDDI
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT P/D post/E 25-42(?)	JQD5WNONIZGP5OUT3UJSPPBWRE
bbawpyramidentexte:〈Ostwand - südl. des Verschlußsteins〉//PT P/D post/E 51(?)-74	GASQRXW5HBHJLP6LIUA2YB6ZEY
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 233	RJMUD7OSCBEDHPNKZ5G2CAXQFU
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 240	TYGZAU4HYRFPXJCONHRYHOL4PA
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 277	6N3FOODVX5DNLIO2GAQMY3ROX4
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 280	QRK43PUKNBAORIHL32DO225UKI
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 283	U3GZCNA5V5GLVOCIW4CZBTGSBQ
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 284	UPZBMMYOJZEE3AHS74F5AYTJZU
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 285	7DKVNNJRCBFXJCCWBBI2BOFHZI
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 286	HEKKFOYMJRCPFLG377PRPMM7RE
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 287	KFHRJDTYMJFNXDZRU32CYLEIZM
bbawpyramidentexte:〈Ostwand, oberes Register〉//PT 290	ORHZXVUMBNHBVHKGMSLTL4ZFEE
